flag_url,iosCode,country,population,area,landArea,density,growthRate,worldPercentage,rank,year
https://s3.amazonaws.com/images.wpr.com/flags/24/UG.png,UG,Uganda,"47,249,585",241.6K,200.5K,242,2.82%,0.61%,30,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/SD.png,SD,Sudan,"46,874,204",1.9M,1.9M,26,2.63%,0.6%,31,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/ES.png,ES,Spain,"47,558,630",506K,499.6K,95,-0.08%,0.59%,32,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/AR.png,AR,Argentina,"45,510,318",2.8M,2.7M,17,0.58%,0.57%,33,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/DZ.png,DZ,Algeria,"44,903,225",2.4M,2.4M,19,1.57%,0.57%,34,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/IQ.png,IQ,Iraq,"44,496,122",438.3K,434.1K,105,2.27%,0.57%,35,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/AF.png,AF,Afghanistan,"41,128,771",652.2K,652.2K,65,2.7%,0.53%,36,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/PL.png,PL,Poland,"39,857,145",312.7K,306.1K,134,2.93%,0.51%,37,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/CA.png,CA,Canada,"38,454,327",10M,9M,4,0.85%,0.48%,38,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/MA.png,MA,Morocco,"37,457,971",446.6K,446.3K,85,1.02%,0.47%,39,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/SA.png,SA,Saudi Arabia,"36,408,820",2.1M,2.1M,17,1.48%,0.46%,40,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/UA.png,UA,Ukraine,"39,701,739",603.5K,579.4K,63,-7.45%,0.46%,41,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/AO.png,AO,Angola,"35,588,987",1.2M,1.2M,29,3.08%,0.46%,42,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/UZ.png,UZ,Uzbekistan,"34,627,652",447.4K,440.6K,80,1.55%,0.44%,43,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/YE.png,YE,Yemen,"33,696,614",528K,528K,65,2.24%,0.43%,44,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/PE.png,PE,Peru,"34,049,588",1.3M,1.3M,27,0.89%,0.43%,45,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/MY.png,MY,Malaysia,"33,938,221",330.8K,328.6K,104,1.09%,0.43%,46,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/GH.png,GH,Ghana,"33,475,870",238.5K,227.5K,150,1.93%,0.43%,47,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/MZ.png,MZ,Mozambique,"32,969,518",801.6K,786.4K,43,2.81%,0.42%,48,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/NP.png,NP,Nepal,"30,547,580",147.2K,143.3K,216,1.14%,0.39%,49,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/MG.png,MG,Madagascar,"29,611,714",587K,581.8K,52,2.41%,0.38%,50,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/CI.png,CI,Ivory Coast,"28,160,542",322.5K,318K,91,2.53%,0.36%,51,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/VE.png,VE,Venezuela,"28,301,696",916.4K,882K,33,1.9%,0.36%,52,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/CM.png,CM,Cameroon,"27,914,536",475.4K,472.7K,61,2.63%,0.36%,53,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/NE.png,NE,Niger,"26,207,977",1.3M,1.3M,21,3.8%,0.34%,54,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/AU.png,AU,Australia,"26,177,413",7.7M,7.7M,3,1%,0.33%,55,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/KP.png,KP,North Korea,"26,069,416",120.5K,120.4K,217,0.35%,0.33%,56,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/TW.png,TW,Taiwan,"23,893,394",36.2K,36.2K,661,0.13%,0.3%,57,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/ML.png,ML,Mali,"22,593,590",1.2M,1.2M,19,3.1%,0.29%,58,2030
https://s3.amazonaws.com/images.wpr.com/flags/24/BF.png,BF,Burkina Faso,"22,673,762",273K,273.6K,85,2.55%,0.29%,59,2030
